id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11517928,"Between the channels, in San Marco",27394391,Davide,Isole,San Marco,45.43228,12.3303,Entire home/apt,133,3,52,2019-06-08,0.79,4,323,1,
11526552,Ground floor apartment in the heart of Cannaregio,60778507,Viorica & Cristian,Isole,Cannaregio,45.44284,12.33054,Entire home/apt,76,1,404,2021-09-06,6.07,4,321,52,
11530067,"flat Z OrmEsini - excellent wifi, a/c",60807005,Diana,Isole,Cannaregio,45.44651,12.32682,Entire home/apt,99,2,298,2020-02-12,4.50,1,346,14,M0270423397
11539641,Ca' Bembo with Terrace,669047,Views On Venice,Isole,Cannaregio,45.44106,12.33743,Entire home/apt,547,3,11,2019-11-03,0.18,81,324,0,M0270421766
11543259,Elegant apartment in the center of Venice,10189388,Raffaella,Isole,Cannaregio,45.442543,12.324073,Entire home/apt,155,2,6,2019-08-13,0.10,18,62,0,
11545067,RESIDENZA ELIANA: free wi-fi,3736168,EasyRentals,Terraferma,Bissuola,45.49463,12.26149,Entire home/apt,96,1,138,2020-02-16,2.08,27,357,3,
11549083,Casa Gottardi - Sky Room,60962235,Susanna,Isole,San Polo,45.43834,12.33523,Private room,80,3,286,2021-08-06,4.41,2,360,13,
11560478,airportvenicediego1,61055442,Santo,Terraferma,Aeroporto,45.51326,12.34509,Hotel room,57,1,74,2020-02-24,1.23,1,290,1,
11584520,Venice Lagoon House - 4 beds mixed dorm,52157101,GianLuca,Terraferma,Tessera,45.50245,12.327,Shared room,39,1,42,2019-04-01,0.63,3,0,0,
11600028,NICE SMALL APARTMENT NEAR THE BEACH,21365583,Daniela,Isole,Lido,45.41102,12.37233,Entire home/apt,116,3,38,2019-06-28,0.64,4,228,1,M0270421775
11614410,CA' DELLA PORPORA 2 @ GUGLIE BRIDGE,16838381,Arianna,Isole,Cannaregio,45.44769,12.32248,Private room,79,2,254,2020-02-09,3.96,5,78,23,
11621146,DOMUS DEA IN VENICE CENTER,61544605,Angela,Isole,Dorsoduro,45.43329,12.31767,Entire home/apt,110,3,196,2021-06-17,2.96,1,31,4,
11629964,luminoso sul canale con terrazzo,9202415,Michela,Isole,Dorsoduro,45.4358,12.32281,Entire home/apt,160,3,150,2019-11-03,2.38,1,186,10,
11633753,Gorgeous apartment behind S.Mark square.,126941407,Nicola,Isole,Castello,45.43629,12.34214,Entire home/apt,86,3,175,2021-07-19,2.67,7,308,9,
11634229,Single room near Rialto,48669646,Jing,Isole,Cannaregio,45.44208,12.33567,Private room,30,1,3,2016-07-16,0.05,1,0,0,
11650027,Casa Nina room 3 - easy to Venice,24770292,Nina,Terraferma,Carpenedo,45.50281,12.26581,Private room,48,1,255,2021-08-20,3.90,4,355,17,
11650325,"Dream of Venice, charm antique and comfort",14474984,Fine Venice B&B Franco&Davide,Terraferma,Marghera,45.47584,12.23023,Hotel room,59,2,430,2020-02-25,6.89,3,335,23,
11650626,"Venezia Love&Style, the design room in Venice",14474984,Fine Venice B&B Franco&Davide,Terraferma,Marghera,45.47576,12.2302,Hotel room,58,2,434,2021-06-12,6.90,3,315,42,
11667494,"CANAL VIEW, NEAR SAINT MARK SQUARE (DISINFECTED)",61938982,Gianna,Isole,San Marco,45.43525,12.34003,Entire home/apt,98,2,208,2021-09-02,3.35,1,326,20,
11667850,"Ca' dei Carpini, 10 minutes from San Marco",61941622,Maria,Isole,Cannaregio,45.43994,12.34049,Entire home/apt,100,3,11,2019-09-18,0.49,1,323,0,
11669547,Residenza Manin Apartments - La Fenice,25496626,Bertoli,Isole,San Marco,45.43547,12.33502,Entire home/apt,258,3,120,2019-10-27,2.28,6,350,1,
11672760,Strategic position for Venice visiting,61973863,Gabriella,Isole,San Polo,45.435791,12.327414,Entire home/apt,120,3,267,2021-07-07,4.31,2,346,17,MO270427704
11696419,Venetian Attitude 1 aptartment near Rialto Venice,15682327,Cristian,Isole,Cannaregio,45.44038,12.33898,Entire home/apt,57,3,178,2021-07-27,2.70,3,317,18,
11712789,Appartamento 4 posti (1P) San Marco,62268572,Fabio,Isole,Castello,45.43585,12.34638,Entire home/apt,140,3,56,2019-09-30,0.86,3,343,0,M0270420283
11732906,"Cannaregio ""Tiepolo"" Apartment 4px",62407552,Eleonora,Isole,Cannaregio,45.44554,12.32476,Entire home/apt,98,2,21,2019-06-24,0.35,2,360,0,
11733755,"Cannaregio ""Bellavista"" Apartment",62407552,Eleonora,Isole,Cannaregio,45.44477,12.32732,Entire home/apt,117,2,16,2019-06-01,0.27,2,358,0,
11753597,Home B&B Allioli - room shared bath,15958703,Giorgia,Isole,Lido,45.42065,12.37609,Private room,79,1,172,2019-06-06,2.63,4,267,5,
11753726,B&B Livia Oliva - room private bath,15715096,Livia,Isole,Lido,45.4221,12.37819,Private room,93,1,21,2016-11-01,0.34,2,218,3,
11785500,"Accademia Design apartment, Dorsoduro",6631752,Alberta & Marco,Isole,Dorsoduro,45.4307,12.32759,Entire home/apt,134,3,126,2021-09-01,1.97,1,261,5,
11791588,"""Nausicaa"":a lovely apartment.",62802490,Elena,Isole,Castello,45.43447,12.34885,Entire home/apt,200,2,13,2019-06-09,0.20,1,350,0,
11804791,"Apartment Venice Lido, Lagoon View",14509750,Marta,Isole,Lido,45.43112,12.38398,Entire home/apt,156,5,54,2019-09-29,0.85,4,218,0,
11805235,1 MINI APPARTAMENTO PRIVATO SUL MARE  VENEZIA,61723052,Casa Sulla Laguna,Isole,Murano,45.45364,12.35737,Entire home/apt,193,1,20,2018-10-01,0.36,6,324,0,
11807656,Redentore,12982157,Locappart,Isole,Giudecca,45.42532,12.33267,Entire home/apt,90,2,4,2019-11-05,2.31,22,360,1,
11808835,Bartolo II,12982157,Locappart,Isole,Cannaregio,45.43904,12.33707,Entire home/apt,87,2,4,2019-06-24,0.06,22,246,0,
11825264,"Ca' Fortuna - canal, balcony, gondolas!",35888010,Linda,Isole,San Polo,45.43872,12.32919,Entire home/apt,220,3,71,2019-10-19,1.12,1,257,0,
11834048,nouvelle vague apartement,63049757,Enrico,Isole,San Marco,45.43385,12.32955,Entire home/apt,174,2,125,2020-01-04,1.91,1,244,2,M0270424926
11837021,Ca' Marisa - The balcony on the canal,63069190,Antonella,Isole,Cannaregio,45.4453,12.32958,Entire home/apt,120,2,237,2021-08-10,3.56,1,311,12,M0270424055
11839278,"Suite Palazzo del Giglio, San Marco",5171190,Tommaso,Isole,San Marco,45.4322,12.33208,Entire home/apt,300,2,0,,,1,0,0,
11856231,Casa Fedora Venice City Centre Deluxe,63194257,Edoardo,Isole,Cannaregio,45.4417,12.33895,Entire home/apt,109,2,61,2019-10-10,0.92,7,249,0,
11858250,B&B ROSA ROSSA ETNIC ROOM VENICE,60582691,Nadia  & Giuseppe,Terraferma,Marghera,45.4771,12.22967,Private room,41,1,246,2020-02-24,3.79,17,254,0,
11863320,Azzurra,30197008,Marina,Isole,Giudecca,45.42571,12.32463,Entire home/apt,105,2,50,2019-09-06,0.85,2,190,0,
11878822,ICI CASA MURANO,30525990,Ici,Isole,Murano,45.4602,12.35882,Entire home/apt,50,2,54,2019-07-06,0.88,1,0,0,
11881380,Piuli,12982157,Locappart,Isole,Cannaregio,45.44211,12.31984,Entire home/apt,108,2,15,2019-04-16,0.37,22,249,0,
11885577,"House for 8, San Marco Sq., wi-fi",6180481,Stefano.,Isole,Castello,45.43521,12.34161,Entire home/apt,320,5,3,2018-10-02,0.05,4,340,0,
11885821,Caterina's home - Venetian style,195796240,Abitarenext,Isole,Santa Croce,45.44008,12.33145,Entire home/apt,103,2,36,2019-06-02,0.59,11,115,2,M02704211162
11895211,21 STEPS FROM THE VENICE ARSENAL !!,41559211,Venice,Isole,Castello,45.43321,12.34997,Entire home/apt,105,1,614,2021-07-17,9.64,7,65,57,M0270425271
11896779,Casa Fedora Venice City Centre - Superior 2P,63194257,Edoardo,Isole,Cannaregio,45.44166,12.34078,Entire home/apt,99,2,105,2019-10-01,1.58,7,249,0,
11900142,"VeniceVillas Cà del Nonsolo, near Rialto",294951,Enzo,Isole,Santa Croce,45.43975,12.32983,Entire home/apt,155,2,75,2019-06-23,1.14,21,190,0,M02704210817
11904600,appartamento luminoso zona Cannaregio/ Ghetto,63502378,Bonomelli,Isole,Cannaregio,45.44554,12.3311,Entire home/apt,125,3,14,2018-06-04,0.26,1,349,0,
11916724,"B&B ""E"" Lido di Venezia 3 small",1862349,Elide,Isole,Lido,45.41763,12.37368,Private room,80,1,99,2019-06-09,1.49,4,219,3,
11919300,Cozy flat near Rialto bridge,9166478,Federica,Isole,San Polo,45.43956,12.3331,Entire home/apt,70,3,84,2018-11-27,1.31,1,35,0,
11934208,"Rialto Deluxe, apartment with terrace",195796240,Abitarenext,Isole,San Polo,45.43974,12.33203,Entire home/apt,198,2,108,2021-08-11,1.67,11,93,15,M02704211126
11937740,Lively and Welcoming Apartment Close to Art,10421644,Chiara,Terraferma,Bissuola,45.49911,12.25401,Entire home/apt,70,1,157,2019-11-20,2.39,1,164,1,
11938882,Casa Nina vintage room2 easy Venice,24770292,Nina,Terraferma,Carpenedo,45.50314,12.26387,Private room,47,1,245,2021-07-14,3.76,4,357,20,
11938988,tiepolo's artistic apartment,63737273,Albert,Isole,Castello,45.43245,12.35352,Entire home/apt,77,3,93,2021-05-18,1.50,1,7,14,
11943839,"Stunning house, 3 outside spaces,4 bedrooms",63769324,Massimo,Isole,Castello,45.43444,12.34664,Entire home/apt,411,2,131,2021-09-06,2.02,1,321,1,
11954120,St. Mark Suite Apartments&Terrace,1300751,Frederico,Isole,San Marco,45.4347,12.33617,Entire home/apt,189,2,20,2019-09-27,0.31,3,179,0,
11954559,Sweet Dreams on Rialto Bridge PERLA,56593037,Daniela,Isole,San Marco,45.43768,12.33658,Entire home/apt,180,1,421,2020-02-29,6.46,7,305,0,
11956940,"flat, apartment hause holiday home mq 60",29231597,Alessandro &  Sabrina,Terraferma,Chirignago,45.48439,12.18927,Entire home/apt,70,2,5,2019-09-22,0.08,4,2,0,
11957681,FAURISSIER,15337957,Marie,Isole,Dorsoduro,45.43194,12.32796,Entire home/apt,325,3,2,2017-05-29,0.04,8,364,0,
11960840,Stefano F3,12982157,Locappart,Isole,San Marco,45.43397,12.33144,Entire home/apt,96,2,2,2018-09-23,0.03,22,248,0,
11961376,Stefano F2,12982157,Locappart,Isole,San Marco,45.43476,12.33134,Entire home/apt,133,2,4,2018-02-10,0.07,22,336,0,
11961880,Stin,12982157,Locappart,Isole,San Polo,45.43709,12.32765,Entire home/apt,144,2,19,2019-06-06,0.31,22,321,3,
11963837,Classy apartment with balcony upon a canal,4654704,Nicola,Isole,Castello,45.43603,12.34982,Entire home/apt,98,2,122,2020-01-01,1.85,4,64,2,
11982931,UNIQUE ROOFTOP LOFT 360° VIEW IN HISTORICAL VENICE,64042810,Caterina,Isole,Cannaregio,45.43961,12.34071,Entire home/apt,106,3,59,2020-03-24,0.98,1,289,2,M0270422323
11989794,CA' FONDAMENTA APARTMENT,9350468,Antonello,Isole,Cannaregio,45.44472,12.32281,Entire home/apt,128,2,1,2019-06-19,0.04,2,0,0,M0270426763
11994363,B&BLiviaOliva -room shared bath,15715096,Livia,Isole,Lido,45.42242,12.37753,Private room,78,1,71,2018-06-21,1.09,2,221,8,
12003533,Casa Violante (L.T. M0270429776),5618111,Easy Suite Venezia,Isole,Santa Croce,45.43926,12.32152,Entire home/apt,87,1,130,2021-08-27,1.99,60,19,15,
12003998,B&B Blue Venice red,59205718,Katia,Terraferma,San Lorenzo XXV Aprile,45.49218,12.242295,Private room,53,1,272,2019-11-04,4.15,3,249,0,
12013950,Ca' Milena,64270492,Samuele,Isole,Cannaregio,45.44449,12.32843,Entire home/apt,70,2,320,2021-07-25,4.82,1,257,20,
12017796,"Ampio appartamento , luminoso .",46198231,Oscar,Terraferma,Gazzera,45.4993,12.21872,Entire home/apt,115,3,2,2021-08-21,0.04,7,62,1,
12033562,Ca'della Rosa.   Quiet place close to main sights.,37381363,Horacio,Isole,Santa Croce,45.44014,12.33191,Entire home/apt,143,2,91,2021-07-03,1.41,4,158,7,
12044878,2960 Frari 2 (4 beds) wi-fi. a.c.,1755160,Davide,Isole,San Polo,45.43715,12.32387,Entire home/apt,100,2,162,2019-09-12,2.48,2,358,6,
12054515,Le Petit Prince suite,60582691,Nadia  & Giuseppe,Terraferma,Marghera,45.47714,12.22968,Entire home/apt,60,1,131,2019-09-17,2.11,17,254,0,
12059028,Southern (sunny) Space,24683399,Giovanni,Isole,Dorsoduro,45.43016,12.32632,Private room,150,3,9,2016-10-30,0.15,1,267,0,
12075464,Apartment Corte Bragadin,16117448,Antonina,Isole,Dorsoduro,45.42974,12.32936,Entire home/apt,98,2,30,2021-06-25,0.47,4,221,1,
12078618,Splendid apartment in the center,64729400,Lorenzo,Isole,Santa Croce,45.43966,12.32657,Entire home/apt,151,2,240,2020-01-03,3.65,1,264,3,
12084072,Ca' Manzoni Apartment with Rooftop Terrace in San Marco,64765843,Luisa,Isole,San Marco,45.43261,12.33143,Entire home/apt,189,2,217,2021-08-28,3.32,1,260,17,M0270428519
12096217,Breakfast at San Maurizio's,26963742,Enrico,Isole,San Marco,45.43446,12.33294,Entire home/apt,139,3,220,2021-08-08,3.35,2,329,17,
12099568,Lovely Apartment at Via Dandolo,64869230,Giovanna,Isole,Lido,45.41501,12.36914,Entire home/apt,234,2,71,2017-06-17,1.09,1,249,0,
12107979,Lovely  Cuoricino  suite,44990889,Anna,Isole,Cannaregio,45.44374,12.327,Entire home/apt,129,1,139,2019-10-27,2.15,9,315,4,
12122403,Very bright room; On First floor,65035086,Giampaolo,Isole,Cannaregio,45.44494,12.32361,Private room,90,1,15,2018-09-17,0.25,1,365,0,
12124036,Big family-friends flat canal view near Rialto,47549577,Silvia,Isole,San Polo,45.43923,12.33253,Entire home/apt,160,3,140,2019-09-15,2.45,2,51,10,
12124390,Appartamento Residenza Giacomuzzi,1493787,Marta E Dario,Terraferma,San Lorenzo XXV Aprile,45.49482,12.24209,Entire home/apt,85,2,51,2019-10-28,0.80,3,216,0,
12134974,La Boutique Biennale,62631903,Andre,Isole,Castello,45.43131,12.35299,Entire home/apt,78,1,282,2019-10-16,4.30,2,131,0,
12143433,"Casa Ai Fiori, straight to Venice Centre in 15 min",34251552,Federica,Terraferma,San Lorenzo XXV Aprile,45.48997,12.25081,Entire home/apt,67,4,31,2018-09-26,0.48,1,16,0,
12147337,La casa di Camilla,25089969,Camilla,Terraferma,San Lorenzo XXV Aprile,45.49836,12.24205,Entire home/apt,50,2,0,,,1,0,0,
12160765,Blu in Liberty house 10' to S. Marco by waterbus,65313214,Cristina,Isole,Lido,45.4162,12.37432,Entire home/apt,158,7,62,2019-05-19,1.05,1,22,2,
12164082,Ca' Grassi 3 for 2/3Guests with Terrace,669047,Views On Venice,Isole,San Marco,45.43299,12.32835,Entire home/apt,290,5,62,2021-08-05,0.99,81,296,6,M02704210831
12165432,Spettacolare e ampio appartamento veneziano con terrazza arredata sul tetto,669047,Views On Venice,Isole,San Marco,45.43484,12.32926,Entire home/apt,538,3,41,2021-08-30,0.84,81,318,5,M0270429701
12177548,Ca' Drio San Marco,60716907,Ida,Isole,San Polo,45.43648,12.33229,Entire home/apt,150,3,100,2019-10-27,1.70,1,184,0,
12178455,Venetian-style double room with ensuite bathroom,6174080,Nello,Isole,Castello,45.4383,12.34204,Private room,88,1,32,2019-10-11,0.54,4,358,0,
12200103,Dreamy Upscale Abode in the Heart of Venice,65595019,Lidia,Isole,San Polo,45.43816,12.33467,Entire home/apt,113,3,188,2021-08-03,2.89,1,230,28,IP0270425744
12205548,Venicedire,26353331,Valentina,Isole,Santa Croce,45.43916,12.31683,Entire home/apt,116,1,116,2019-10-08,1.79,1,341,0,
12237229,B&B Alla Vera Da Pozzo - Wi-Fi,65854833,Emanuele,Isole,Cannaregio,45.44359,12.31948,Private room,90,3,82,2019-10-20,1.27,1,0,0,
12242429,Charme & elegant Apt along the Rio of Cannaregio,6019189,Federico,Isole,Cannaregio,45.44491,12.32214,Entire home/apt,131,2,19,2019-04-14,0.29,19,320,2,M0270425823
12248985,Batela Double Bedroom / Bathroom,65786550,Alessandra,Isole,Cannaregio,45.44374,12.33917,Private room,156,1,47,2021-08-19,0.72,3,343,3,
12249161,!!!COMPLETELY NEW- 6PAX-15 MIN.FROM VCE!!,7393028,Lucrezia,Terraferma,San Lorenzo XXV Aprile,45.49201,12.22728,Entire home/apt,80,2,194,2019-09-20,3.25,2,249,7,
12250136,Sanpierota Double Bedroom/Bathroom,65786550,Alessandra,Isole,Cannaregio,45.44163,12.34049,Private room,125,1,23,2016-08-05,0.37,3,72,0,
12250438,Puparin Double Bedroom / Bathroom,65786550,Alessandra,Isole,Cannaregio,45.4424,12.33881,Private room,149,1,24,2017-03-08,0.38,3,352,1,
12258798,Sweet Dreams on Ca D'oro VELA,56593037,Daniela,Isole,Cannaregio,45.44193,12.3358,Entire home/apt,65,1,226,2020-01-26,3.62,7,69,0,
12259570,House with private garden,3146524,Luca,Isole,San Polo,45.43946,12.33531,Entire home/apt,106,3,120,2019-10-13,1.83,1,158,10,
12260581,BELLARIVA APARTMENT IN VENICE,66024275,Nico,Isole,Cannaregio,45.44606,12.33109,Entire home/apt,100,2,100,2019-10-30,1.57,1,319,3,
12267434,Appartamento 4 posti (PT) San Marco,62268572,Fabio,Isole,Castello,45.43555,12.34766,Entire home/apt,130,3,54,2019-10-07,0.83,3,353,3,M0270420284
12269384,Lagoon view apartment in Lido,66086166,Giovanna,Isole,Lido,45.40085,12.36082,Entire home/apt,89,3,33,2018-03-31,0.54,1,359,1,
12279508,Campo dei Gesuiti Apartment,66163007,Isotta,Isole,Cannaregio,45.44261,12.33901,Entire home/apt,79,2,120,2021-08-27,1.89,1,316,6,
12279766,Venice Elegant Home,66164196,Nadia,Terraferma,Santa Barbara,45.48618,12.20778,Entire home/apt,129,3,0,,,1,83,0,
12291085,Casetta della Vida Arsenale-Biennale,23617844,Paolo,Isole,Castello,45.43359,12.34947,Entire home/apt,79,5,219,2021-05-12,3.42,1,120,13,IP0270420469
12299911,B&B BlueVenice blue,59205718,Katia,Terraferma,San Lorenzo XXV Aprile,45.49218,12.242295,Private room,53,1,202,2019-09-05,3.11,3,280,0,
12300429,ALLE BIFORE - Near to Casino' of Venice,10189388,Raffaella,Isole,Cannaregio,45.44248,12.32901,Entire home/apt,151,1,6,2019-06-10,0.11,18,348,4,
12300684,Kiki's House,66316802,Margherita,Isole,Lido,45.41438,12.37239,Entire home/apt,85,30,32,2016-09-23,0.49,2,190,0,
12302124,Apartment San Luca,16117448,Antonina,Isole,San Marco,45.43603,12.3358,Entire home/apt,85,2,133,2021-08-28,2.15,4,280,6,
12304004,Fiorenza Home,66340573,Michela,Isole,San Marco,45.43514,12.32861,Entire home/apt,105,6,0,,,1,0,0,
12312516,appartamento Vivaldi,4557370,Giovanna,Isole,Castello,45.43669,12.33999,Entire home/apt,125,3,13,2019-09-13,0.20,6,357,0,
12313694,Venetian Style in top location,8669903,Caterina,Isole,San Marco,45.43228,12.33017,Entire home/apt,95,3,64,2019-09-13,1.73,6,0,0,
12318453,Casa Ro.Ni. strategic position,257352960,Roberta,Isole,Dorsoduro,45.43507,12.31834,Entire home/apt,78,2,302,2019-12-03,4.65,2,326,14,
12319024,Romantic Bedroom,11399969,Barbara,Isole,San Marco,45.4349,12.3331,Private room,63,2,128,2019-10-26,1.96,3,342,0,
12322103,Two rooms with private bathrooms.,11399969,Barbara,Isole,San Marco,45.43489,12.33309,Private room,93,2,5,2018-05-23,0.08,3,349,0,
12322545,"Carnevale, Biennale, mostra Cinema Venice Lido",66481537,Lisa,Isole,Lido,45.41598,12.36901,Entire home/apt,121,5,39,2017-05-07,0.60,1,169,0,
12323924,Panoramic Suite,31922692,Iryna,Isole,Castello,45.43893,12.34966,Entire home/apt,125,2,203,2021-05-16,3.12,7,189,12,
12329486,Appartamento Carpaccio,66538075,Stefano,Isole,Castello,45.43613,12.3462,Entire home/apt,91,3,289,2019-11-25,4.42,1,65,21,
12329991,Relax private room & bathroom,5074017,Gianluca,Isole,Dorsoduro,45.432838,12.317866,Private room,90,2,64,2017-06-01,0.99,3,59,21,
12354843,"Ve.N.I.Ce Cera, Palazzo Gardella",37864680,Ve.N.I.Ce Immobiliare Cera,Isole,Dorsoduro,45.42842,12.33185,Entire home/apt,330,1,79,2019-12-31,1.25,16,269,2,
12362312,Appartamento Venezia centro,66775567,Chiara,Isole,San Marco,45.4383,12.33754,Entire home/apt,119,3,293,2021-08-28,4.51,1,295,24,
12371124,Typical Venetian apartment,28755672,Barbara,Isole,Cannaregio,45.44566,12.32363,Entire home/apt,113,2,237,2021-06-01,3.89,1,357,10,
12372444,DolceVita Apartments N. 315 Canal,8176475,Eugenia,Isole,Dorsoduro,45.43466,12.31925,Entire home/apt,139,2,139,2021-08-31,2.15,38,342,7,M 0270 429682
12394585,levantina - ideale per le tua vacanza a Venezia!,67016891,Roberto,Isole,Cannaregio,45.44316,12.32967,Entire home/apt,143,3,32,2019-12-27,0.62,1,305,7,M0270424291
12395018,"Room in Piazzale Roma, Venice Center",67019656,CaDoge,Isole,Santa Croce,45.4367,12.31876,Private room,126,1,12,2020-01-10,0.34,5,356,0,
12395757,Nel Centro storico di Venezia,3674980,Matteo E Luisa,Isole,Cannaregio,45.44223,12.33977,Entire home/apt,98,2,7,2019-10-28,0.13,4,179,0,M02704210127
12395830,Room with FREE parking in Venice Center,67019656,CaDoge,Isole,Santa Croce,45.43756,12.31761,Private room,153,1,38,2020-01-11,1.17,5,360,10,
12418421,WellVenice Fenice,41898872,Cristina,Isole,San Marco,45.4337,12.33417,Entire home/apt,161,2,162,2021-08-11,2.52,7,293,23,
12419184,Ca' Tintoretto Canal View,669047,Views On Venice,Isole,Cannaregio,45.44639,12.33258,Entire home/apt,307,5,3,2016-05-31,0.05,81,331,0,M0270423340
12421426,"CA' LUCY - Canal view, 2 bedrooms near Cruise Line",10189388,Raffaella,Isole,Dorsoduro,45.43219,12.31707,Entire home/apt,164,2,23,2021-07-25,0.80,18,265,4,
12437671,A beautiful single room Venice near Bus/Train,18151381,Fran,Isole,Castello,45.43503,12.3419,Private room,46,1,86,2019-10-18,1.39,11,101,3,
12443331,LUXURY NEW apartment noveno1,27468706,Valeria,Isole,Cannaregio,45.44272,12.32747,Entire home/apt,124,3,70,2021-08-01,1.12,4,361,1,
12448897,Spazioso appartamento fuori Venezia,67351866,Barbara,Terraferma,Campalto Gobbi,45.49384,12.29094,Entire home/apt,150,7,0,,,1,179,0,
12452977,Peaceful apartment - located SALUTE,13799612,Barbara,Isole,Dorsoduro,45.43114,12.33278,Entire home/apt,250,3,8,2016-05-30,0.13,1,365,0,
12453941,Classic Apartment with Rialto Bridge Steps View,51021330,Francesco,Isole,San Marco,45.43796,12.33635,Entire home/apt,184,2,74,2018-07-11,1.16,3,254,1,M02704210961
12463214,LUXURY NEW apartment Noveno 2,27468706,Valeria,Isole,Cannaregio,45.44429,12.3255,Entire home/apt,130,3,102,2019-11-24,1.71,4,361,2,
12468710,Very central in Historical Palazzo,41616121,Daniela,Isole,San Marco,45.43302,12.33143,Entire home/apt,90,2,213,2021-07-15,3.26,1,138,5,
12482811,Beautiful Unique Canal front-open modern LOFT,1466887,Milena & Jacopo,Isole,Cannaregio,45.446,12.33193,Entire home/apt,161,4,166,2019-12-02,2.75,1,339,10,M02704211219
12499355,Cozy Apartment for 2/3 Guests Ca' del Monastero 8,669047,Views On Venice,Isole,Santa Croce,45.44206,12.32662,Entire home/apt,214,3,24,2017-10-10,0.88,81,348,0,M0270422994
12505135,Family Room with Parking in Piazzale Roma,67019656,CaDoge,Isole,Santa Croce,45.4369,12.31868,Private room,190,1,16,2019-05-08,0.28,5,361,2,
12525887,new apartment studio 20 minutes from Venice,67703383,Michele,Terraferma,Chirignago,45.48604,12.1875,Entire home/apt,78,3,78,2019-09-28,1.23,3,286,4,
12526589,Venice Cà d'eau -  Amazing location perfect for 4!,3278320,Adele,Isole,Cannaregio,45.44716,12.32956,Entire home/apt,101,1,238,2021-07-26,3.67,1,244,40,M02704211645
12527360,House with big garden and free parking near Venice,67860897,Kristin,Terraferma,Marghera Catene,45.47896,12.216,Entire home/apt,45,1,141,2019-05-04,2.27,3,265,4,
12530691,Singola Venezia centro,49360286,Camilla,Isole,San Polo,45.43805,12.33085,Private room,40,1,5,2016-05-24,0.08,1,0,0,
12548963,"Serenissimo Prencipe,light, peace, long-rentals.",65267389,Claudia,Isole,San Polo,45.43827,12.32311,Entire home/apt,148,3,88,2019-10-05,1.39,1,288,4,IP0270426198
12550570,appartamento nuovo parcheggio free,67703383,Michele,Terraferma,Chirignago,45.48435,12.18734,Entire home/apt,75,2,10,2019-07-29,0.16,3,240,0,
12554296,Lumineux apartement au coeur de Venise,23263711,Antonella,Isole,San Marco,45.43744,12.33566,Entire home/apt,145,3,127,2019-10-17,2.06,1,273,11,
12556508,Panoramic penthouse Lux central,41889313,Federica & Alessandro,Isole,San Marco,45.4344,12.33227,Entire home/apt,100,2,2,2016-08-20,0.03,2,0,0,
12580881,"BB Venice Cinzias'  ZOE room, double with bathroom",68229712,Paolo Pietro,Terraferma,Marghera,45.47512,12.2295,Private room,84,1,88,2017-09-13,1.37,2,350,2,
12599363,Huge Double Room in Venice near train/bus station,18151381,Fran,Isole,Cannaregio,45.44081,12.33661,Private room,53,1,29,2017-05-25,0.46,11,121,3,
12601531,Rialto Bridge Luxury  in Venice  (M0270423956),13251582,Riccardo & Chiara,Isole,San Polo,45.4388,12.33459,Entire home/apt,139,3,128,2020-01-10,2.17,4,83,3,
12602137,BB Venice Cinzias  CHRISTINE room double with bath,68229712,Paolo Pietro,Terraferma,Marghera,45.47554,12.22744,Private room,84,1,78,2019-06-15,1.19,2,349,4,
12619306,FAVOLOSO APPARTAMENTO FRONTE LAGUNA,68507905,Massimo,Isole,Giudecca,45.42403,12.33913,Entire home/apt,76,2,10,2016-06-08,0.16,1,326,0,
12626794,Casa dei Guardiani,31915994,Olga,Isole,Dorsoduro,45.43478,12.32037,Entire home/apt,264,4,27,2018-08-08,0.44,3,233,2,
12627757,White Rabbit - Few steps from Biennale,68560505,Mauro,Isole,Castello,45.43132,12.35566,Entire home/apt,111,3,54,2019-06-12,1.10,2,48,1,
12652039,Casa Fancy' in the heart of Venice!,68725132,Raffaella,Isole,Cannaregio,45.4409,12.33585,Entire home/apt,75,3,227,2020-01-26,3.52,1,134,14,Locazione turistica n. M02704210136
12660671,Ca' Cerchieri Mezzanine,669047,Views On Venice,Isole,Dorsoduro,45.43189,12.3263,Entire home/apt,524,3,17,2019-08-01,0.26,81,284,0,M0270427141
12671810,"San Marco, Contemporary Classic",12333256,Marco,Isole,Castello,45.43549,12.34209,Entire home/apt,85,2,257,2021-08-29,3.96,3,336,23,
12695570,Apartment in Venezia-Giudecca(Quality is my word),69004828,Denise,Isole,Giudecca,45.42499,12.33674,Entire home/apt,120,1,61,2019-01-01,0.94,1,364,0,
12695596,Cannaregio  oasi verde,4182695,Claudia,Isole,Cannaregio,45.44524,12.32357,Entire home/apt,211,3,186,2020-10-12,2.86,1,323,13,
12717910,WONDERFUL-CANAL-VIEW 4pax Wi-Fi aircond,17534457,Merlin,Isole,Dorsoduro,45.4308,12.32152,Entire home/apt,329,4,36,2017-07-08,0.60,27,289,1,M0270421046
12719177,Residenza San Leonardo-Luxury (L.T. M0270429815),5618111,Easy Suite Venezia,Isole,Cannaregio,45.44415,12.32601,Entire home/apt,198,1,165,2021-08-13,2.59,60,80,10,
